ID,Address,AddressLine1,City,State,ZipCode,PropertyType,Bathrooms,Bedrooms,Price,SquareFeet,Latitude,Longitude
"2233-Nw-58th-St,-Seattle,-WA-98107","2233 Nw 58th St, Seattle, WA 98107",2233 Nw 58th St,Seattle,WA,98107,Apartment,,,1379,,47.67055,-122.386739
"2233-Ne-46th-St,-Seattle,-WA-98105","2233 Ne 46th St, Seattle, WA 98105",2233 Ne 46th St,Seattle,WA,98105,Apartment,1,1,1895,,47.661535,-122.303133
"224-Harvard-Ave-E,-Seattle,-WA-98102","224 Harvard Ave E, Seattle, WA 98102",224 Harvard Ave E,Seattle,WA,98102,Apartment,1,1,1495,,47.620704,-122.321843
"2249-Ne-46th-St,-Seattle,-WA-98105","2249 Ne 46th St, Seattle, WA 98105",2249 Ne 46th St,Seattle,WA,98105,Apartment,1,1,1795,,47.661536,-122.303392
"225-Cedar-St,-Seattle,-WA-98121","225 Cedar St, Seattle, WA 98121",225 Cedar St,Seattle,WA,98121,Apartment,,,2335,,47.616761,-122.348875
"2250-Bonair-Pl-SW,-Seattle,-WA-98116","2250 Bonair Pl SW, Seattle, WA 98116",2250 Bonair Pl SW,Seattle,WA,98116,Apartment,1,1,1925,,47.58329,-122.40017
"2250-Nw-59th-St,-Seattle,-WA-98107","2250 Nw 59th St, Seattle, WA 98107",2250 Nw 59th St,Seattle,WA,98107,Apartment,2,2,2695,,47.671871,-122.386824
"2251-Nw-59th-St,-Seattle,-WA-98107","2251 Nw 59th St, Seattle, WA 98107",2251 Nw 59th St,Seattle,WA,98107,Apartment,1,1,1995,,47.671416,-122.386804
"2269-Ne-53rd-St,-Seattle,-WA-98105","2269 Ne 53rd St, Seattle, WA 98105",2269 Ne 53rd St,Seattle,WA,98105,Apartment,1,1,1395,,47.666962,-122.302338
"229-Queen-Anne-Ave-N,-Seattle,-WA-98109","229 Queen Anne Ave N, Seattle, WA 98109",229 Queen Anne Ave N,Seattle,WA,98109,Apartment,2,2,3000,1123,47.620688,-122.357117
"2300-Elliott-Ave,-Seattle,-WA-98121","2300 Elliott Ave, Seattle, WA 98121",2300 Elliott Ave,Seattle,WA,98121,Apartment,1,1,2298,,47.612459,-122.348359
"2312-3rd-Ave,-Seattle,-WA-98121","2312 3rd Ave, Seattle, WA 98121",2312 3rd Ave,Seattle,WA,98121,Apartment,1,1,1150,,47.615292,-122.345182
"2329-10th-Ave-E,-Apt-301,-Seattle,-WA-98102","2329 10th Ave E, Apt 301, Seattle, WA 98102",2329 10th Ave E,Seattle,WA,98102,Apartment,1,2,2350,1000,47.640448,-122.320446
"2334-Elliott-Ave,-Seattle,-WA-98121","2334 Elliott Ave, Seattle, WA 98121",2334 Elliott Ave,Seattle,WA,98121,Apartment,2,2,2538,921,47.612783,-122.348911
"2341-Ne-55th-St,-Seattle,-WA-98105","2341 Ne 55th St, Seattle, WA 98105",2341 Ne 55th St,Seattle,WA,98105,Apartment,1,2,2100,,47.668231,-122.301207
"2348-Alki-Ave-SW,-Apt-102,-Seattle,-WA-98116","2348 Alki Ave SW, Apt 102, Seattle, WA 98116",2348 Alki Ave SW,Seattle,WA,98116,Apartment,1,1,2450,1150,47.582348,-122.402176
"2348-Alki-Ave-SW,-Apt-308,-Seattle,-WA-98116","2348 Alki Ave SW, Apt 308, Seattle, WA 98116",2348 Alki Ave SW,Seattle,WA,98116,Apartment,1,1,1750,580,47.582348,-122.402176
"2350-Beacon-Ave-S,-Seattle,-WA-98144","2350 Beacon Ave S, Seattle, WA 98144",2350 Beacon Ave S,Seattle,WA,98144,Apartment,1,1,1595,,47.582103,-122.315612
"2400-E-Boston-St,-Seattle,-WA-98112","2400 E Boston St, Seattle, WA 98112",2400 E Boston St,Seattle,WA,98112,Apartment,1,1,1595,,47.638938,-122.301363
"2401-3rd-Ave,-Seattle,-WA-98121","2401 3rd Ave, Seattle, WA 98121",2401 3rd Ave,Seattle,WA,98121,Apartment,1,1,2403,,47.61546,-122.34658
"2401-Boylston-Ave-E,-Seattle,-WA-98102","2401 Boylston Ave E, Seattle, WA 98102",2401 Boylston Ave E,Seattle,WA,98102,Single Family,1,1,1290,350,47.641495,-122.323803
"2405-Nw-65th-St,-Seattle,-WA-98117","2405 Nw 65th St, Seattle, WA 98117",2405 Nw 65th St,Seattle,WA,98117,Apartment,2,2,2295,,47.675758,-122.388088
"241-Yale-Ave-N,-Seattle,-WA-98109","241 Yale Ave N, Seattle, WA 98109",241 Yale Ave N,Seattle,WA,98109,Apartment,1,2,1786,556,47.62051,-122.33135
"2425-Harbor-Ave-SW,-Seattle,-WA-98126","2425 Harbor Ave SW, Seattle, WA 98126",2425 Harbor Ave SW,Seattle,WA,98126,Apartment,2,2,1695,925,47.581618,-122.373469
"2428-Nw-Market-St,-Seattle,-WA-98107","2428 Nw Market St, Seattle, WA 98107",2428 Nw Market St,Seattle,WA,98107,Apartment,2,2,2210,1041,47.669114,-122.388686
"2447-Nw-58th-St,-Apt-B,-Seattle,-WA-98107","2447 Nw 58th St, Apt B, Seattle, WA 98107",2447 Nw 58th St,Seattle,WA,98107,Apartment,2,3,2655,1050,47.670691,-122.389716
"2450-Aurora-Ave-N,-Seattle,-WA-98109","2450 Aurora Ave N, Seattle, WA 98109",2450 Aurora Ave N,Seattle,WA,98109,Apartment,1,1,1495,,47.641012,-122.345614
"2483-Birch-Ave-N,-Seattle,-WA-98109","2483 Birch Ave N, Seattle, WA 98109",2483 Birch Ave N,Seattle,WA,98109,Apartment,2,2,2045,,47.641714,-122.346432
"2500-E-Denny-Way,-Seattle,-WA-98122","2500 E Denny Way, Seattle, WA 98122",2500 E Denny Way,Seattle,WA,98122,Apartment,1,1,1595,,47.619117,-122.299497
"2501-E-Madison-St,-Seattle,-WA-98112","2501 E Madison St, Seattle, WA 98112",2501 E Madison St,Seattle,WA,98112,Apartment,2,2,2895,,47.620984,-122.299449
"2501-Thorndyke-Ave-W,-Apt-103,-Seattle,-WA-98199","2501 Thorndyke Ave W, Apt 103, Seattle, WA 98199",2501 Thorndyke Ave W,Seattle,WA,98199,Apartment,3,3,2895,1200,47.641609,-122.385963
"2510-Western-Ave,-Seattle,-WA-98121","2510 Western Ave, Seattle, WA 98121",2510 Western Ave,Seattle,WA,98121,Apartment,1,,1489,,47.614485,-122.349822
"2515-4th-Ave,-Seattle,-WA-98121","2515 4th Ave, Seattle, WA 98121",2515 4th Ave,Seattle,WA,98121,Apartment,2,2,2800,916,47.616762,-122.346902
"2517-13th-Ave-W,-Seattle,-WA-98119","2517 13th Ave W, Seattle, WA 98119",2517 13th Ave W,Seattle,WA,98119,Apartment,2,3,2595,,47.64128,-122.373967
"2522-Dexter-Ave-N,-Apt-301,-Seattle,-WA-98109","2522 Dexter Ave N, Apt 301, Seattle, WA 98109",2522 Dexter Ave N,Seattle,WA,98109,Single Family,2,2,3295,1300,47.64303,-122.344858
"2610-Nw-56th-St,-Seattle,-WA-98107","2610 Nw 56th St, Seattle, WA 98107",2610 Nw 56th St,Seattle,WA,98107,Apartment,1,2,1750,,47.66968,-122.39063
"2612-E-Madison-St,-Seattle,-WA-98112","2612 E Madison St, Seattle, WA 98112",2612 E Madison St,Seattle,WA,98112,Apartment,1,1,1650,,47.62252,-122.29808
"2641-42nd-Ave-SW,-Seattle,-WA-98116","2641 42nd Ave SW, Seattle, WA 98116",2641 42nd Ave SW,Seattle,WA,98116,Apartment,1,,1000,,47.57981,-122.38554
"2655-14th-Ave-W,-Seattle,-WA-98119","2655 14th Ave W, Seattle, WA 98119",2655 14th Ave W,Seattle,WA,98119,Apartment,1,1,1495,,47.644476,-122.375246
"2700-Ne-125th-St,-Seattle,-WA-98125","2700 Ne 125th St, Seattle, WA 98125",2700 Ne 125th St,Seattle,WA,98125,Apartment,1,1,1519,,47.719621,-122.298716
"2714-S-King-St,-Seattle,-WA-98144","2714 S King St, Seattle, WA 98144",2714 S King St,Seattle,WA,98144,Apartment,2,3,2250,,47.598296,-122.296794
"2718-S-King-St,-Seattle,-WA-98144","2718 S King St, Seattle, WA 98144",2718 S King St,Seattle,WA,98144,Apartment,1,1,1380,,47.598294,-122.296633
"2720-4th-Ave,-Seattle,-WA-98121","2720 4th Ave, Seattle, WA 98121",2720 4th Ave,Seattle,WA,98121,Apartment,1,2,2994,934,47.618333,-122.348372
"2727-Ne-125th-St,-Seattle,-WA-98125","2727 Ne 125th St, Seattle, WA 98125",2727 Ne 125th St,Seattle,WA,98125,Apartment,1,2,1695,,47.718858,-122.298248
"2727-Ne-55th-St,-Seattle,-WA-98105","2727 Ne 55th St, Seattle, WA 98105",2727 Ne 55th St,Seattle,WA,98105,Apartment,1,2,1550,,47.668343,-122.297024
"2800-Nw-69th-St,-Seattle,-WA-98117","2800 Nw 69th St, Seattle, WA 98117",2800 Nw 69th St,Seattle,WA,98117,Single Family,1,3,2995,1960,47.678966,-122.39324
"2801-Western-Ave,-Seattle,-WA-98121","2801 Western Ave, Seattle, WA 98121",2801 Western Ave,Seattle,WA,98121,Apartment,,,1989,,47.615632,-122.353306
"2820-Eastlake-Ave-E,-Seattle,-WA-98102","2820 Eastlake Ave E, Seattle, WA 98102",2820 Eastlake Ave E,Seattle,WA,98102,Apartment,1,0,945,,47.646145,-122.325053
"2821-14th-Ave-W,-Seattle,-WA-98119","2821 14th Ave W, Seattle, WA 98119",2821 14th Ave W,Seattle,WA,98119,Apartment,1,1,1350,,47.64548,-122.375249
"2834-15th-Ave-W,-Seattle,-WA-98119","2834 15th Ave W, Seattle, WA 98119",2834 15th Ave W,Seattle,WA,98119,Apartment,1,2,2095,,47.645958,-122.37579
"285-8th-Ave-N,-Seattle,-WA-98109","285 8th Ave N, Seattle, WA 98109",285 8th Ave N,Seattle,WA,98109,Apartment,1,1,2050,829,47.620712,-122.341454
"2851-Eastlake-Ave-E,-Seattle,-WA-98102","2851 Eastlake Ave E, Seattle, WA 98102",2851 Eastlake Ave E,Seattle,WA,98102,Apartment,,,1372,,47.646623,-122.325532
"2900-1st-Ave,-Seattle,-WA-98121","2900 1st Ave, Seattle, WA 98121",2900 1st Ave,Seattle,WA,98121,Apartment,1,,2305,,47.617517,-122.352919
"2909-S-Plum-St,-Seattle,-WA-98144","2909 S Plum St, Seattle, WA 98144",2909 S Plum St,Seattle,WA,98144,Single Family,3,3,4295,2850,47.585246,-122.294561
"2922-Western-Ave,-Seattle,-WA-98121","2922 Western Ave, Seattle, WA 98121",2922 Western Ave,Seattle,WA,98121,Apartment,,,1815,,47.616786,-122.353701
"300-11th-Ave,-Seattle,-WA-98122","300 11th Ave, Seattle, WA 98122",300 11th Ave,Seattle,WA,98122,Apartment,2,2,1795,,47.604572,-122.317733
"3002-S-208th-St,-Seattle,-WA-98198","3002 S 208th St, Seattle, WA 98198",3002 S 208th St,Seattle,WA,98198,Apartment,1,2,1684,825,47.416471,-122.294458
"301-26th-Ave-S,-Seattle,-WA-98144","301 26th Ave S, Seattle, WA 98144",301 26th Ave S,Seattle,WA,98144,Apartment,1,2,1695,,47.600161,-122.299008
"301-Minor-Ave-N,-Seattle,-WA-98109","301 Minor Ave N, Seattle, WA 98109",301 Minor Ave N,Seattle,WA,98109,Apartment,2,2,2510,940,47.621315,-122.33335
"301-N-104th-St,-Seattle,-WA-98133","301 N 104th St, Seattle, WA 98133",301 N 104th St,Seattle,WA,98133,Apartment,1,1,1550,,47.704243,-122.355034
"3017-60th-Ave-SW,-Seattle,-WA-98116","3017 60th Ave SW, Seattle, WA 98116",3017 60th Ave SW,Seattle,WA,98116,Apartment,1,1,2150,,47.577155,-122.409776
"3021-Sw-Bradford-St,-Seattle,-WA-98126","3021 Sw Bradford St, Seattle, WA 98126",3021 Sw Bradford St,Seattle,WA,98126,Apartment,1,1,1450,,47.568727,-122.371801
"3025-Ne-130th-St,-Seattle,-WA-98125","3025 Ne 130th St, Seattle, WA 98125",3025 Ne 130th St,Seattle,WA,98125,Apartment,2,1,2925,,47.722401,-122.295158
"3025-Ne-137th-St,-Seattle,-WA-98125","3025 Ne 137th St, Seattle, WA 98125",3025 Ne 137th St,Seattle,WA,98125,Apartment,,2,1495,,47.727428,-122.295359
"3030-Ne-143rd-St,-Seattle,-WA-98125","3030 Ne 143rd St, Seattle, WA 98125",3030 Ne 143rd St,Seattle,WA,98125,Apartment,1,,1645,,47.732285,-122.29487
"3032-Ne-140th-St,-Seattle,-WA-98125","3032 Ne 140th St, Seattle, WA 98125",3032 Ne 140th St,Seattle,WA,98125,Apartment,1,1,1595,,47.730388,-122.294847
"3036-16th-Ave-W,-Seattle,-WA-98119","3036 16th Ave W, Seattle, WA 98119",3036 16th Ave W,Seattle,WA,98119,Apartment,1,1,1928,,47.647714,-122.377118
"3040-17th-Ave-W,-Seattle,-WA-98119","3040 17th Ave W, Seattle, WA 98119",3040 17th Ave W,Seattle,WA,98119,Apartment,,,1106,,47.64784,-122.378033
"3040-Nw-Market-St,-Seattle,-WA-98107","3040 Nw Market St, Seattle, WA 98107",3040 Nw Market St,Seattle,WA,98107,Apartment,1,,2885,,47.668889,-122.39777
"306-Blanchard-St,-Seattle,-WA-98121","306 Blanchard St, Seattle, WA 98121",306 Blanchard St,Seattle,WA,98121,Apartment,1,1,1505,676,47.614308,-122.343513
"307-N-45th-St,-Seattle,-WA-98103","307 N 45th St, Seattle, WA 98103",307 N 45th St,Seattle,WA,98103,Apartment,1,0,1550,,47.6614,-122.355046
"308-4th-Ave-S,-Seattle,-WA-98104","308 4th Ave S, Seattle, WA 98104",308 4th Ave S,Seattle,WA,98104,Apartment,1,,1162,,47.599834,-122.328636
"3104-S-Day-St,-Seattle,-WA-98144","3104 S Day St, Seattle, WA 98144",3104 S Day St,Seattle,WA,98144,Apartment,1,1,1950,,47.590317,-122.292038
"311-6th-Ave-S,-Seattle,-WA-98104","311 6th Ave S, Seattle, WA 98104",311 6th Ave S,Seattle,WA,98104,Apartment,1,0,1195,,47.599509,-122.326635
"311-Cedar-St,-Seattle,-WA-98121","311 Cedar St, Seattle, WA 98121",311 Cedar St,Seattle,WA,98121,Condo,1,1,4338,650,47.617218,-122.348434
"3119-Ne-120th-St,-Seattle,-WA-98125","3119 Ne 120th St, Seattle, WA 98125",3119 Ne 120th St,Seattle,WA,98125,Apartment,1,1,1395,,47.715395,-122.294408
"312-11th-Ave,-Seattle,-WA-98122","312 11th Ave, Seattle, WA 98122",312 11th Ave,Seattle,WA,98122,Apartment,1,1,1450,,47.604819,-122.31773
"312-2nd-Ave-W,-Seattle,-WA-98119","312 2nd Ave W, Seattle, WA 98119",312 2nd Ave W,Seattle,WA,98119,Apartment,,,1617,,47.621533,-122.358972
"312-Harvard-Ave-E,-Seattle,-WA-98102","312 Harvard Ave E, Seattle, WA 98102",312 Harvard Ave E,Seattle,WA,98102,Apartment,1,1,2095,,47.621477,-122.321702
"315-10th-Ave,-Seattle,-WA-98122","315 10th Ave, Seattle, WA 98122",315 10th Ave,Seattle,WA,98122,Apartment,1,0,700,,47.604823,-122.319779
"315-1st-Ave-N,-Seattle,-WA-98109","315 1st Ave N, Seattle, WA 98109",315 1st Ave N,Seattle,WA,98109,Apartment,,,2250,,47.621521,-122.355802
"316-E-Harrison-St,-Seattle,-WA-98102","316 E Harrison St, Seattle, WA 98102",316 E Harrison St,Seattle,WA,98102,Apartment,1,1,1795,,47.622146,-122.326951
"317-Nw-41st-St,-Seattle,-WA-98107","317 Nw 41st St, Seattle, WA 98107",317 Nw 41st St,Seattle,WA,98107,Apartment,1,1,1695,,47.656667,-122.361746
"318-Boylston-Ave-E,-Seattle,-WA-98102","318 Boylston Ave E, Seattle, WA 98102",318 Boylston Ave E,Seattle,WA,98102,Apartment,1,1,1500,,47.621691,-122.322758
"320-E-Pine-St,-Seattle,-WA-98122","320 E Pine St, Seattle, WA 98122",320 E Pine St,Seattle,WA,98122,Apartment,1,0,2097,,47.615797,-122.327143
"320-Valley-St,-Seattle,-WA-98109","320 Valley St, Seattle, WA 98109",320 Valley St,Seattle,WA,98109,Apartment,1,1,1375,,47.626514,-122.350599
"3200-16th-Ave-W,-Seattle,-WA-98119","3200 16th Ave W, Seattle, WA 98119",3200 16th Ave W,Seattle,WA,98119,Apartment,1,1,1895,,47.650411,-122.377521
"3200-Ne-140th-St,-Seattle,-WA-98125","3200 Ne 140th St, Seattle, WA 98125",3200 Ne 140th St,Seattle,WA,98125,Apartment,1,2,1650,,47.730378,-122.293501
"3200-S-176th-St,-Seattle,-WA-98188","3200 S 176th St, Seattle, WA 98188",3200 S 176th St,Seattle,WA,98188,Apartment,2,2,1825,1250,47.445729,-122.291077
"3201-21st-Ave-W,-Seattle,-WA-98199","3201 21st Ave W, Seattle, WA 98199",3201 21st Ave W,Seattle,WA,98199,Apartment,1,2,1695,,47.648661,-122.383624
"3207-21st-Ave-W,-Seattle,-WA-98199","3207 21st Ave W, Seattle, WA 98199",3207 21st Ave W,Seattle,WA,98199,Apartment,2,2,2295,,47.648809,-122.383737
"321-10th-Ave,-Apt-524,-Seattle,-WA-98122","321 10th Ave, Apt 524, Seattle, WA 98122",321 10th Ave,Seattle,WA,98122,Apartment,1,1,1355,600,47.604985,-122.319794
"3215-Ne-143rd-St,-Seattle,-WA-98125","3215 Ne 143rd St, Seattle, WA 98125",3215 Ne 143rd St,Seattle,WA,98125,Apartment,2,2,2087,,47.731714,-122.293309
"3220-California-Ave-SW,-Seattle,-WA-98116","3220 California Ave SW, Seattle, WA 98116",3220 California Ave SW,Seattle,WA,98116,Apartment,1,0,1860,,47.574891,-122.386397
"323-W-Republican-St,-Seattle,-WA-98119","323 W Republican St, Seattle, WA 98119",323 W Republican St,Seattle,WA,98119,Single Family,1,1,1750,,47.62304,-122.36169
"3230-16th-Ave-W,-Seattle,-WA-98119","3230 16th Ave W, Seattle, WA 98119",3230 16th Ave W,Seattle,WA,98119,Apartment,,,1874,,47.64977,-122.377131
"3233-Sw-Avalon-Way,-Seattle,-WA-98126","3233 Sw Avalon Way, Seattle, WA 98126",3233 Sw Avalon Way,Seattle,WA,98126,Apartment,1,1,1750,,47.563804,-122.373498
"3262-California-Ave-SW,-Seattle,-WA-98116","3262 California Ave SW, Seattle, WA 98116",3262 California Ave SW,Seattle,WA,98116,Single Family,1,1,1695,,47.573817,-122.386398
"330-3rd-Ave-W,-Seattle,-WA-98119","330 3rd Ave W, Seattle, WA 98119",330 3rd Ave W,Seattle,WA,98119,Apartment,1,1,1950,760,47.62138,-122.3603
"3309-Beacon-Ave-S,-Seattle,-WA-98144","3309 Beacon Ave S, Seattle, WA 98144",3309 Beacon Ave S,Seattle,WA,98144,Apartment,1,0,1335,,47.573711,-122.309189
"337-Ne-103rd-St,-Seattle,-WA-98125","337 Ne 103rd St, Seattle, WA 98125",337 Ne 103rd St,Seattle,WA,98125,Apartment,1,,2100,,47.70219,-122.325
"3430-Rainier-Ave-S,-Seattle,-WA-98144","3430 Rainier Ave S, Seattle, WA 98144",3430 Rainier Ave S,Seattle,WA,98144,Apartment,1,1,1400,,47.572167,-122.292978
"3438-14th-Ave-W,-Seattle,-WA-98119","3438 14th Ave W, Seattle, WA 98119",3438 14th Ave W,Seattle,WA,98119,Apartment,1,1,1495,,47.651463,-122.37452
"3453-21st-Ave-W,-Seattle,-WA-98199","3453 21st Ave W, Seattle, WA 98199",3453 21st Ave W,Seattle,WA,98199,Townhouse,2.5,3,3800,1400,47.651826,-122.383627
"3490-Sw-Graham-St,-Seattle,-WA-98126","3490 Sw Graham St, Seattle, WA 98126",3490 Sw Graham St,Seattle,WA,98126,Apartment,,,1855,,47.54681,-122.3756
"35th-Avenue-Lk-NE,---City,-Seattle,-WA-98125","35th Avenue Lk NE, # City, Seattle, WA 98125",35th Avenue Lk NE,Seattle,WA,98125,Apartment,1,1,1245,,47.717321,-122.291354
"3520-27th-Pl-W,-Seattle,-WA-98199","3520 27th Pl W, Seattle, WA 98199",3520 27th Pl W,Seattle,WA,98199,Apartment,,,2013,,47.65261,-122.39029
"3535-27th-Pl-W,-Seattle,-WA-98199","3535 27th Pl W, Seattle, WA 98199",3535 27th Pl W,Seattle,WA,98199,Apartment,1,1,2095,,47.652,-122.390186
"3627-Stone-Way-N,-Seattle,-WA-98103","3627 Stone Way N, Seattle, WA 98103",3627 Stone Way N,Seattle,WA,98103,Apartment,1,1,2355,715,47.651962,-122.343067
"3630-22nd-Ave-W,-Seattle,-WA-98199","3630 22nd Ave W, Seattle, WA 98199",3630 22nd Ave W,Seattle,WA,98199,Apartment,1,1,1495,,47.653214,-122.384406
"3636-Dayton-Ave-N,-Seattle,-WA-98103","3636 Dayton Ave N, Seattle, WA 98103",3636 Dayton Ave N,Seattle,WA,98103,Apartment,1,1,1695,,47.652823,-122.352029
"3636-Stone-Way-N,-Seattle,-WA-98103","3636 Stone Way N, Seattle, WA 98103",3636 Stone Way N,Seattle,WA,98103,Apartment,1,1,1894,,47.651649,-122.342218
"3637-Courtland-Pl-S,---A,-Seattle,-WA-98144","3637 Courtland Pl S, # A, Seattle, WA 98144",3637 Courtland Pl S,Seattle,WA,98144,Single Family,3,3,2895,1500,47.570426,-122.287403
"3645-Whitman-Ave-N,-Seattle,-WA-98103","3645 Whitman Ave N, Seattle, WA 98103",3645 Whitman Ave N,Seattle,WA,98103,Apartment,1,1,1595,,47.651975,-122.346343
"3701-S-Hudson-St,-Seattle,-WA-98118","3701 S Hudson St, Seattle, WA 98118",3701 S Hudson St,Seattle,WA,98118,Apartment,1,1,1930,,47.556626,-122.285721
"3702-S-Hudson-St,-Seattle,-WA-98118","3702 S Hudson St, Seattle, WA 98118",3702 S Hudson St,Seattle,WA,98118,Apartment,1,0,1400,,47.557243,-122.285864
"3721-27th-Pl-W,-Seattle,-WA-98199","3721 27th Pl W, Seattle, WA 98199",3721 27th Pl W,Seattle,WA,98199,Apartment,2,2,2249,,47.653901,-122.391966
"3801-Stone-Way-N,-Seattle,-WA-98103","3801 Stone Way N, Seattle, WA 98103",3801 Stone Way N,Seattle,WA,98103,Apartment,,,2571,,47.652975,-122.343036
"3821-Ne-45th-St,-Seattle,-WA-98105","3821 Ne 45th St, Seattle, WA 98105",3821 Ne 45th St,Seattle,WA,98105,Apartment,1,2,1595,,47.66098,-122.286156
"3926-1st-Ave-NE,-Apt-12,-Seattle,-WA-98105","3926 1st Ave NE, Apt 12, Seattle, WA 98105",3926 1st Ave NE,Seattle,WA,98105,Single Family,1,,1495,540,47.654588,-122.327567
"400-Boren-Ave-N,-Seattle,-WA-98109","400 Boren Ave N, Seattle, WA 98109",400 Boren Ave N,Seattle,WA,98109,Apartment,2,2,4660,979,47.622203,-122.335471
"400-S-Jackson-St,-Seattle,-WA-98104","400 S Jackson St, Seattle, WA 98104",400 S Jackson St,Seattle,WA,98104,Apartment,1,1,1861,,47.599513,-122.328431
"400-Wall-St,-Seattle,-WA-98121","400 Wall St, Seattle, WA 98121",400 Wall St,Seattle,WA,98121,Apartment,2,2,2095,,47.61717,-122.346376
"401-E-Mercer-St,-Seattle,-WA-98102","401 E Mercer St, Seattle, WA 98102",401 E Mercer St,Seattle,WA,98102,Apartment,1,1,1295,,47.624081,-122.326293
"401-Harvard-Ave-E,-Seattle,-WA-98102","401 Harvard Ave E, Seattle, WA 98102",401 Harvard Ave E,Seattle,WA,98102,Apartment,2,2,2400,,47.622158,-122.322346
"402-22nd-Ave-S,-Seattle,-WA-98144","402 22nd Ave S, Seattle, WA 98144",402 22nd Ave S,Seattle,WA,98144,Apartment,,,1799,,47.599053,-122.302961
"4032-Stone-Way-N,-Seattle,-WA-98103","4032 Stone Way N, Seattle, WA 98103",4032 Stone Way N,Seattle,WA,98103,Apartment,1,0,2835,,47.656383,-122.342041
"404-E-Howell-St,-Seattle,-WA-98122","404 E Howell St, Seattle, WA 98122",404 E Howell St,Seattle,WA,98122,Apartment,1,1,1275,,47.617783,-122.326434
"4040-26th-Ave-SW,-Seattle,-WA-98106","4040 26th Ave SW, Seattle, WA 98106",4040 26th Ave SW,Seattle,WA,98106,Apartment,1,1,1682,,47.567029,-122.364934
"4041-Roosevelt-Way-NE,-Seattle,-WA-98105","4041 Roosevelt Way NE, Seattle, WA 98105",4041 Roosevelt Way NE,Seattle,WA,98105,Apartment,1,1,2360,,47.656629,-122.318306
"406-Ne-80th-St,-Seattle,-WA-98115","406 Ne 80th St, Seattle, WA 98115",406 Ne 80th St,Seattle,WA,98115,Apartment,1,2,1650,,47.687021,-122.323917
"409-Eastlake-Ave-E,-Seattle,-WA-98109","409 Eastlake Ave E, Seattle, WA 98109",409 Eastlake Ave E,Seattle,WA,98109,Apartment,1,1,1695,,47.622303,-122.329516
"4100-Sw-Edmunds-St,-Seattle,-WA-98116","4100 Sw Edmunds St, Seattle, WA 98116",4100 Sw Edmunds St,Seattle,WA,98116,Apartment,,,1999,,47.56021,-122.38442
"411-Bellevue-Ave-E,-Seattle,-WA-98102","411 Bellevue Ave E, Seattle, WA 98102",411 Bellevue Ave E,Seattle,WA,98102,Apartment,1,1,2095,,47.622311,-122.326952
"411-Harvard-Ave-E,-Seattle,-WA-98102","411 Harvard Ave E, Seattle, WA 98102",411 Harvard Ave E,Seattle,WA,98102,Apartment,1,1,2150,,47.622321,-122.322343
"411-W-Republican-St,-Seattle,-WA-98119","411 W Republican St, Seattle, WA 98119",411 W Republican St,Seattle,WA,98119,Apartment,1,2,1595,,47.623043,-122.362323
"4110-12th-Ave-NE,-Seattle,-WA-98105","4110 12th Ave NE, Seattle, WA 98105",4110 12th Ave NE,Seattle,WA,98105,Apartment,1,0,1425,,47.65727,-122.315218
"412-Bellevue-Ave-E,-Seattle,-WA-98102","412 Bellevue Ave E, Seattle, WA 98102",412 Bellevue Ave E,Seattle,WA,98102,Apartment,1,1,1795,,47.622477,-122.326224
"412-N-45th-St,-Apt-103,-Seattle,-WA-98103","412 N 45th St, Apt 103, Seattle, WA 98103",412 N 45th St,Seattle,WA,98103,Apartment,1,1,1450,650,47.661617,-122.353385
"4120-Burke-Ave-N,-Seattle,-WA-98103","4120 Burke Ave N, Seattle, WA 98103",4120 Burke Ave N,Seattle,WA,98103,Apartment,1,0,1250,,47.657459,-122.334629
"4122-36th-Ave-SW,-Seattle,-WA-98126","4122 36th Ave SW, Seattle, WA 98126",4122 36th Ave SW,Seattle,WA,98126,Apartment,1,0,1125,,47.565734,-122.377052
"4143-22nd-Ave-SW,-Seattle,-WA-98106","4143 22nd Ave SW, Seattle, WA 98106",4143 22nd Ave SW,Seattle,WA,98106,Single Family,1,3,2995,1150,47.565293,-122.361551
"415-Boren-Ave,-Seattle,-WA-98104","415 Boren Ave, Seattle, WA 98104",415 Boren Ave,Seattle,WA,98104,Apartment,,,1455,,47.605279,-122.321872
"420-Vine-St,-Seattle,-WA-98121","420 Vine St, Seattle, WA 98121",420 Vine St,Seattle,WA,98121,Apartment,1,0,1250,,47.617844,-122.346747
"4200-S-Othello-St,-Seattle,-WA-98118","4200 S Othello St, Seattle, WA 98118",4200 S Othello St,Seattle,WA,98118,Apartment,,,1437,,47.537582,-122.280106
"4203-Brooklyn-Ave-NE,-Seattle,-WA-98105","4203 Brooklyn Ave NE, Seattle, WA 98105",4203 Brooklyn Ave NE,Seattle,WA,98105,Apartment,1,0,1350,,47.658525,-122.314709
"4208-Beach-Dr-SW,-Seattle,-WA-98116","4208 Beach Dr SW, Seattle, WA 98116",4208 Beach Dr SW,Seattle,WA,98116,Apartment,2,2,2995,,47.565768,-122.407524
"4210-Brooklyn-Ave-NE,-Seattle,-WA-98105","4210 Brooklyn Ave NE, Seattle, WA 98105",4210 Brooklyn Ave NE,Seattle,WA,98105,Apartment,1,2,2400,760,47.658736,-122.314002
